x1=1023 x2=1023 y1= 415 y2= 449 tnt1=1018 tnt2=1023
x1=1023 x2=1023 y1= 415 y2= 447 tnt1=1018 tnt2=1023
x1=1023 x2=1023 y1= 409 y2= 445 tnt1=1018 tnt2=1022
x1=1023 x2=1023 y1= 409 y2= 448 tnt1=1017 tnt2=1022
x1=1023 x2=1023 y1= 414 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 413 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 415 y2= 457 tnt1=1017 tnt2=1022
x1=1023 x2=1023 y1= 416 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 412 y2= 448 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 416 y2= 452 tnt1=1017 tnt2=1012
x1=1023 x2=1023 y1= 408 y2= 443 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 415 y2= 449 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 405 y2= 443 tnt1=1018 tnt2=1022
x1=1023 x2=1023 y1= 414 y2= 451 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 411 y2= 449 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 411 y2= 451 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 417 y2= 455 tnt1= 995 tnt2=1012
x1= 472 x2= 474 y1= 304 y2= 301 tnt1=  25 tnt2=  23
x1= 465 x2= 464 y1= 302 y2= 298 tnt1=  13 tnt2=  16
x1= 462 x2= 466 y1= 313 y2= 307 tnt1=  19 tnt2=  28
x1= 452 x2= 459 y1= 308 y2= 303 tnt1=  18 tnt2=  21
x1= 310 x2= 450 y1= 345 y2= 333 tnt1=  23 tnt2=  39
x1=1023 x2=1023 y1= 413 y2= 450 tnt1=1015 tnt2=1022
x1= 432 x2= 453 y1= 326 y2= 320 tnt1=  31 tnt2=  35
x1= 433 x2= 448 y1= 331 y2= 321 tnt1=  20 tnt2=  17
x1= 425 x2= 428 y1= 314 y2= 309 tnt1=  20 tnt2=  18
x1= 420 x2= 431 y1= 315 y2= 310 tnt1=  16 tnt2=  18
x1= 410 x2= 415 y1= 316 y2= 312 tnt1=   9 tnt2=  14
x1= 404 x2= 404 y1= 317 y2= 314 tnt1=  13 tnt2=  17
x1= 402 x2= 400 y1= 320 y2= 316 tnt1=  16 tnt2=  27
x1= 387 x2= 392 y1= 320 y2= 316 tnt1=  16 tnt2=  11
x1= 382 x2= 387 y1= 323 y2= 319 tnt1=   7 tnt2=  11
x1= 377 x2= 389 y1= 327 y2= 322 tnt1=  44 tnt2=  22
x1= 370 x2= 363 y1= 329 y2= 324 tnt1=  17 tnt2=  21
x1= 374 x2= 369 y1= 340 y2= 335 tnt1=  17 tnt2=  26
x1= 367 x2= 359 y1= 337 y2= 332 tnt1=  19 tnt2=  18
x1= 352 x2= 357 y1= 344 y2= 340 tnt1=  15 tnt2=  30
x1= 326 x2= 373 y1= 422 y2= 448 tnt1=  33 tnt2=  40
x1= 336 x2= 354 y1= 365 y2= 360 tnt1=  65 tnt2=  36
x1= 340 x2= 346 y1= 359 y2= 354 tnt1=  18 tnt2=   9
x1= 330 x2= 339 y1= 365 y2= 361 tnt1=  18 tnt2=  16
x1= 333 x2= 345 y1= 369 y2= 365 tnt1=  24 tnt2=  20
x1= 320 x2= 357 y1= 396 y2= 393 tnt1=  75 tnt2=  37
x1= 326 x2= 332 y1= 385 y2= 381 tnt1=  17 tnt2=  18
x1= 325 x2= 325 y1= 391 y2= 388 tnt1=  15 tnt2=  24
x1= 323 x2= 324 y1= 403 y2= 400 tnt1=  20 tnt2=  15
x1= 320 x2= 319 y1= 415 y2= 412 tnt1=   4 tnt2=  16
x1= 310 x2= 324 y1= 430 y2= 427 tnt1=  15 tnt2=  19
x1= 319 x2= 320 y1= 441 y2= 439 tnt1=  16 tnt2=  17
x1= 307 x2= 334 y1= 458 y2= 463 tnt1=  32 tnt2=  21
x1= 313 x2= 319 y1= 463 y2= 461 tnt1=  15 tnt2=  17
x1= 321 x2= 326 y1= 472 y2= 474 tnt1=  25 tnt2=  40
x1= 317 x2= 324 y1= 482 y2= 482 tnt1=  19 tnt2=  19
x1= 315 x2= 316 y1= 487 y2= 486 tnt1=  13 tnt2=  15
x1= 324 x2= 319 y1= 493 y2= 494 tnt1=  16 tnt2=  28
x1= 318 x2= 333 y1= 503 y2= 512 tnt1= 111 tnt2=  25
x1= 317 x2= 318 y1= 512 y2= 513 tnt1=  10 tnt2=  19
x1= 315 x2= 327 y1= 509 y2= 545 tnt1=  26 tnt2=  50
x1= 316 x2= 324 y1= 533 y2= 535 tnt1=  17 tnt2=   7
x1= 313 x2= 324 y1= 541 y2= 543 tnt1=  16 tnt2=  13
x1= 323 x2= 323 y1= 554 y2= 556 tnt1=  14 tnt2=  23
x1= 321 x2= 331 y1= 564 y2= 564 tnt1=  18 tnt2=  16
x1= 321 x2= 321 y1= 575 y2= 578 tnt1=  11 tnt2=  17
x1= 321 x2= 322 y1= 583 y2= 587 tnt1=  14 tnt2=  18
x1= 331 x2= 330 y1= 591 y2= 596 tnt1=  18 tnt2=  13
x1= 332 x2= 336 y1= 590 y2= 606 tnt1=  40 tnt2=  12
x1= 326 x2= 328 y1= 603 y2= 609 tnt1=  14 tnt2=  11
x1= 318 x2= 335 y1= 606 y2= 612 tnt1=  19 tnt2=  19
x1= 800 x2= 863 y1= 417 y2= 453 tnt1= 284 tnt2=1023
x1=1023 x2=1023 y1= 408 y2= 444 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 409 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 414 y2= 456 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 411 y2= 447 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 407 y2= 444 tnt1=1017 tnt2=1014
x1=1023 x2=1023 y1= 413 y2= 449 tnt1=1023 tnt2=1021
x1=1023 x2=1023 y1= 415 y2= 457 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 412 y2= 455 tnt1=1023 tnt2=1011
x1=1023 x2=1023 y1= 417 y2= 455 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 413 y2= 447 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 411 y2= 449 tnt1=1018 tnt2=1023
x1=1023 x2=1023 y1= 415 y2= 451 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 415 y2= 453 tnt1=1018 tnt2=1013
x1=1023 x2=1023 y1= 414 y2= 452 tnt1=1016 tnt2=1011
x1=1023 x2=1023 y1= 414 y2= 448 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 409 y2= 447 tnt1=1023 tnt2=1022
x1=1023 x2=1023 y1= 417 y2= 456 tnt1=1017 tnt2=1012
x1=1023 x2=1023 y1= 415 y2= 462 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 413 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 409 y2= 447 tnt1=1017 tnt2=1012
x1=1023 x2=1023 y1= 415 y2= 451 tnt1=1018 tnt2=1023
x1=1023 x2=1023 y1= 408 y2= 443 tnt1=1017 tnt2=1022
x1=1023 x2=1023 y1= 415 y2= 455 tnt1=1018 tnt2=1023
x1=1023 x2=1023 y1= 418 y2= 456 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 410 y2= 448 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 418 y2= 454 tnt1=1023 tnt2=1022
x1=1023 x2=1023 y1= 413 y2= 470 tnt1=1023 tnt2=1023
x1= 435 x2= 445 y1= 643 y2= 656 tnt1=  20 tnt2=  31
x1= 440 x2= 444 y1= 646 y2= 654 tnt1=  16 tnt2=  25
x1= 448 x2= 445 y1= 644 y2= 654 tnt1=  17 tnt2=  27
x1= 422 x2= 462 y1= 622 y2= 651 tnt1=  44 tnt2=  25
x1=1023 x2=1023 y1= 417 y2= 454 tnt1=1017 tnt2=1022
x1=1023 x2=1023 y1= 417 y2= 456 tnt1=1018 tnt2=1011
x1=1023 x2=1023 y1= 419 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 420 y2= 458 tnt1=1023 tnt2=1022
x1=1023 x2=1023 y1= 417 y2= 459 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 409 y2= 449 tnt1=1023 tnt2=1014
x1=1023 x2=1023 y1= 410 y2= 452 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 418 y2= 454 tnt1=1017 tnt2=1011
x1=1023 x2=1023 y1= 406 y2= 441 tnt1=1018 tnt2=1023
x1=1023 x2=1023 y1= 420 y2= 458 tnt1=1021 tnt2=1022
x1=1023 x2=1023 y1= 415 y2= 450 tnt1=1016 tnt2=1022
x1=1023 x2=1023 y1= 415 y2= 449 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 420 y2= 458 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 411 y2= 446 tnt1=1015 tnt2=1023
x1=1023 x2=1023 y1= 407 y2= 443 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 416 y2= 454 tnt1=1023 tnt2=1012
