new-calib: New touch screen calibration program v3.12
Serial Number='150A1E00010B0602030E'
Using tnt_mode=1
Setting for delay_in_us:        1
Setting for y_delay_in_us:      1
Setting for tnt_delay_in_us:    1
Setting for max_delta_tnt:      5
Setting for tnt_mode:           1
Setting for averaging:         -1
Entering get_four_points
target_noise  x= 2.50 y= 2.50 t= 2.50
target state=0 point=23,22
 X= 885 X2=1001  Y= 881 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 772  P= 522  D=   1 
 X= 895 X2=1005  Y= 861 Y2=1019 P1=1023 P2=  -1 T1=1022 T2= 763  P= 522  D=   1 
 X= 758 X2=1023  Y= 895 Y2=1019 P1=1023 P2=  -1 T1=1023 T2= 757  P= 522  D=   1 
 X= 819 X2= 985  Y= 867 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 759  P= 522  D=   1 
 X= 680 X2=1023  Y= 875 Y2=1019 P1=1023 P2=  -1 T1=1023 T2= 759  P= 522  D=   1 
 X= 723 X2=1023  Y= 899 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 738  P= 522  D=   1 
 X= 759 X2=1023  Y= 901 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 747  P= 522  D=   1 
 X= 836 X2=1023  Y= 870 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 745  P= 522  D=   1 
 X= 801 X2=1012  Y= 888 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 758  P= 522  D=   1 
 X= 840 X2= 982  Y= 869 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 750  P= 522  D=   1 
